Switch_Method,Switches_per_Subj_mean,Switches_per_Subj_SD,Model,Beta_Frequency_mean,Beta_Frequency_std,Beta_Semantic_mean,Beta_Semantic_std,Beta_Phonological_mean,Beta_Phonological_std
multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=0.5,9.5625,3.6991341892394227,forage_phonologicaldynamicglobal,5.223929599616531,2.5619087187942546,5.247246019426271,2.192553392892278,-0.20127406742055387,0.43895543159197764
multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=0.5,9.5625,3.6991341892394227,forage_phonologicaldynamiclocal,5.328499014249859,2.573543509767865,4.755420573742913,2.2786455456082417,-0.09970945717018138,0.4957561577504342
multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=0.5,9.5625,3.6991341892394227,forage_phonologicaldynamicswitch,5.096262109747682,2.0771399869667415,4.185600910215011,0.6116687616004116,-1.2123682531947853,1.1969306661422372
multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=0.75,8.625,3.3424354892802346,forage_dynamic,5.194759496012275,2.1052863306729264,4.1029973334562,0.5370309110764011,,
multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=0.75,8.625,3.3424354892802346,forage_phonologicaldynamicglobal,5.197324306140772,2.57220870469674,5.1685117804666545,2.1921397083531495,-0.20236921356591814,0.4355908340406643
multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=0.75,8.625,3.3424354892802346,forage_phonologicaldynamiclocal,5.2982691588010375,2.583342284536425,4.750892056446434,2.2702106257633674,-0.10548103391331287,0.42282426576906784
multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=0.75,8.625,3.3424354892802346,forage_phonologicaldynamicswitch,5.07929025040627,2.0871071321631973,4.105533473004281,0.5351642787683611,-1.2150048626723071,1.180924357730428
multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=1.0,7.1875,2.7436005084559962,forage_dynamic,5.1724033789595225,2.108423578856674,3.9823400582874875,0.5995709895566841,,
multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=1.0,7.1875,2.7436005084559962,forage_phonologicaldynamicglobal,5.164413370440265,2.5762657148162744,4.999368535684282,2.202763237053223,-0.204310720668429,0.44731463328149057
multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=1.0,7.1875,2.7436005084559962,forage_phonologicaldynamiclocal,5.2515447483810735,2.5867244315303077,4.6767196000700135,2.265612806857959,-0.12474647411088553,0.41772003425943577
multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=1.0,7.1875,2.7436005084559962,forage_phonologicaldynamicswitch,5.076890000206671,2.092665738652918,3.9843865251439556,0.5981036792602379,-1.4164004430610122,1.149937821278634
multimodaldelta_alpha=0.30000000000000004_rise=0.5_fall=0.0,12.84375,4.4024806572544986,forage_dynamic,5.257679135280497,2.0920530686303365,4.33797394597273,0.7614553271106274,,
multimodaldelta_alpha=0.30000000000000004_rise=0.5_fall=0.0,12.84375,4.4024806572544986,forage_phonologicaldynamicglobal,5.265614365807965,2.559054269051614,5.355013419707335,2.219858119688231,-0.18869674266894193,0.4392503643892906
multimodaldelta_alpha=0.30000000000000004_rise=0.5_fall=0.0,12.84375,4.4024806572544986,forage_phonologicaldynamiclocal,5.389473094754764,2.5702157512958212,4.598325917405229,2.432296086786614,0.014936739626466376,0.49590424380935855
multimodaldelta_alpha=0.30000000000000004_rise=0.5_fall=0.0,12.84375,4.4024806572544986,forage_phonologicaldynamicswitch,5.107103487545789,2.0738358720398216,4.34143402885829,0.7600409378447291,-0.6162451621458673,0.9198812578918164
multimodaldelta_alpha=0.30000000000000004_rise=0.5_fall=0.25,12.25,4.16082924427331,forage_dynamic,5.253050306488214,2.0998477477607365,4.313979068303294,0.7147923375369181,,
