Model,k
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.30000000000000004_rise=0.5_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.30000000000000004_rise=0.5_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.30000000000000004_rise=0.5_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.30000000000000004_rise=0.5_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.30000000000000004_rise=0.5_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.30000000000000004_rise=0.5_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.30000000000000004_rise=0.5_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.30000000000000004_rise=0.5_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.30000000000000004_rise=0.5_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.30000000000000004_rise=0.5_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.30000000000000004_rise=0.5_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.30000000000000004_rise=0.5_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.30000000000000004_rise=0.5_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.30000000000000004_rise=0.5_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.30000000000000004_rise=0.5_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.30000000000000004_rise=0.75_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.30000000000000004_rise=0.75_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.30000000000000004_rise=0.75_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.30000000000000004_rise=0.75_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.30000000000000004_rise=0.75_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.30000000000000004_rise=0.75_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.30000000000000004_rise=0.75_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.30000000000000004_rise=0.75_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.30000000000000004_rise=0.75_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.30000000000000004_rise=0.75_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.30000000000000004_rise=0.75_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.30000000000000004_rise=0.75_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.30000000000000004_rise=0.75_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.30000000000000004_rise=0.75_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.30000000000000004_rise=0.75_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.30000000000000004_rise=1.0_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.30000000000000004_rise=1.0_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.30000000000000004_rise=1.0_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.30000000000000004_rise=1.0_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.30000000000000004_rise=1.0_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.30000000000000004_rise=1.0_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.30000000000000004_rise=1.0_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.30000000000000004_rise=1.0_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.30000000000000004_rise=1.0_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.30000000000000004_rise=1.0_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.30000000000000004_rise=1.0_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.30000000000000004_rise=1.0_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.30000000000000004_rise=1.0_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.30000000000000004_rise=1.0_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.30000000000000004_rise=1.0_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.4_rise=0.0_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.4_rise=0.0_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.4_rise=0.0_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.4_rise=0.0_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.4_rise=0.0_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.4_rise=0.0_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.4_rise=0.0_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.4_rise=0.0_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.4_rise=0.0_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.4_rise=0.0_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.4_rise=0.0_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.4_rise=0.0_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.4_rise=0.0_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.4_rise=0.0_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.4_rise=0.0_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.4_rise=0.25_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.4_rise=0.25_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.4_rise=0.25_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.4_rise=0.25_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.4_rise=0.25_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.4_rise=0.25_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.4_rise=0.25_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.4_rise=0.25_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.4_rise=0.25_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.4_rise=0.25_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.4_rise=0.25_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.4_rise=0.25_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.4_rise=0.25_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.4_rise=0.25_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.4_rise=0.25_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.4_rise=0.5_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.4_rise=0.5_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.4_rise=0.5_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.4_rise=0.5_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.4_rise=0.5_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.4_rise=0.5_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.4_rise=0.5_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.4_rise=0.5_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.4_rise=0.5_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.4_rise=0.5_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.4_rise=0.5_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.4_rise=0.5_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.4_rise=0.5_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.4_rise=0.5_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.4_rise=0.5_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.4_rise=0.75_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.4_rise=0.75_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.4_rise=0.75_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.4_rise=0.75_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.4_rise=0.75_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.4_rise=0.75_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.4_rise=0.75_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.4_rise=0.75_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.4_rise=0.75_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.4_rise=0.75_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.4_rise=0.75_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.4_rise=0.75_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.4_rise=0.75_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.4_rise=0.75_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.4_rise=0.75_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.4_rise=1.0_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.4_rise=1.0_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.4_rise=1.0_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.4_rise=1.0_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.4_rise=1.0_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.4_rise=1.0_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.4_rise=1.0_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.4_rise=1.0_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.4_rise=1.0_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.4_rise=1.0_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.4_rise=1.0_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.4_rise=1.0_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.4_rise=1.0_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.4_rise=1.0_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.4_rise=1.0_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.5_rise=0.0_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.5_rise=0.0_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.5_rise=0.0_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.5_rise=0.0_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.5_rise=0.0_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.5_rise=0.0_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.5_rise=0.0_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.5_rise=0.0_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.5_rise=0.0_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.5_rise=0.0_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.5_rise=0.0_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.5_rise=0.0_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.5_rise=0.0_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.5_rise=0.0_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.5_rise=0.0_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.5_rise=0.25_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.5_rise=0.25_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.5_rise=0.25_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.5_rise=0.25_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.5_rise=0.25_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.5_rise=0.25_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.5_rise=0.25_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.5_rise=0.25_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.5_rise=0.25_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.5_rise=0.25_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.5_rise=0.25_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.5_rise=0.25_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.5_rise=0.25_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.5_rise=0.25_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.5_rise=0.25_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.5_rise=0.5_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.5_rise=0.5_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.5_rise=0.5_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.5_rise=0.5_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.5_rise=0.5_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.5_rise=0.5_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.5_rise=0.5_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.5_rise=0.5_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.5_rise=0.5_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.5_rise=0.5_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.5_rise=0.5_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.5_rise=0.5_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.5_rise=0.5_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.5_rise=0.5_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.5_rise=0.5_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.5_rise=0.75_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.5_rise=0.75_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.5_rise=0.75_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.5_rise=0.75_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.5_rise=0.75_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.5_rise=0.75_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.5_rise=0.75_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.5_rise=0.75_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.5_rise=0.75_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.5_rise=0.75_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.5_rise=0.75_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.5_rise=0.75_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.5_rise=0.75_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.5_rise=0.75_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.5_rise=0.75_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.5_rise=1.0_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.5_rise=1.0_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.5_rise=1.0_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.5_rise=1.0_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.5_rise=1.0_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.5_rise=1.0_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.5_rise=1.0_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.5_rise=1.0_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.5_rise=1.0_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.5_rise=1.0_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.5_rise=1.0_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.5_rise=1.0_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.5_rise=1.0_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.5_rise=1.0_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.5_rise=1.0_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.6000000000000001_rise=0.0_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.6000000000000001_rise=0.0_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.6000000000000001_rise=0.0_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.6000000000000001_rise=0.0_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.6000000000000001_rise=0.0_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.6000000000000001_rise=0.0_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.6000000000000001_rise=0.0_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.6000000000000001_rise=0.0_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.6000000000000001_rise=0.0_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.6000000000000001_rise=0.0_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.6000000000000001_rise=0.0_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.6000000000000001_rise=0.0_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.6000000000000001_rise=0.0_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.6000000000000001_rise=0.0_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.6000000000000001_rise=0.0_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.6000000000000001_rise=0.25_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.6000000000000001_rise=0.25_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.6000000000000001_rise=0.25_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.6000000000000001_rise=0.25_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.6000000000000001_rise=0.25_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.6000000000000001_rise=0.25_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.6000000000000001_rise=0.25_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.6000000000000001_rise=0.25_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.6000000000000001_rise=0.25_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.6000000000000001_rise=0.25_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.6000000000000001_rise=0.25_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.6000000000000001_rise=0.25_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.6000000000000001_rise=0.25_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.6000000000000001_rise=0.25_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.6000000000000001_rise=0.25_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.6000000000000001_rise=0.5_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.6000000000000001_rise=0.5_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.6000000000000001_rise=0.5_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.6000000000000001_rise=0.5_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.6000000000000001_rise=0.5_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.6000000000000001_rise=0.5_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.6000000000000001_rise=0.5_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.6000000000000001_rise=0.5_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.6000000000000001_rise=0.5_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.6000000000000001_rise=0.5_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.6000000000000001_rise=0.5_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.6000000000000001_rise=0.5_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.6000000000000001_rise=0.5_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.6000000000000001_rise=0.5_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.6000000000000001_rise=0.5_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.6000000000000001_rise=0.75_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.6000000000000001_rise=0.75_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.6000000000000001_rise=0.75_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.6000000000000001_rise=0.75_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.6000000000000001_rise=0.75_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.6000000000000001_rise=0.75_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.6000000000000001_rise=0.75_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.6000000000000001_rise=0.75_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.6000000000000001_rise=0.75_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.6000000000000001_rise=0.75_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.6000000000000001_rise=0.75_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.6000000000000001_rise=0.75_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.6000000000000001_rise=0.75_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.6000000000000001_rise=0.75_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.6000000000000001_rise=0.75_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.6000000000000001_rise=1.0_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.6000000000000001_rise=1.0_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.6000000000000001_rise=1.0_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.6000000000000001_rise=1.0_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.6000000000000001_rise=1.0_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.6000000000000001_rise=1.0_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.6000000000000001_rise=1.0_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.6000000000000001_rise=1.0_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.6000000000000001_rise=1.0_fall=0.5,6
