Switch_Method,Switches_per_Subj_mean,Switches_per_Subj_SD,Model,Beta_Frequency_mean,Beta_Frequency_std,Beta_Semantic_mean,Beta_Semantic_std,Beta_Phonological_mean,Beta_Phonological_std
delta_rise=1.0_fall=0.0,14.796875,4.027948017834267,forage_dynamic,8.03510942752679,2.054426753279797,5.002277792921564,0.6589324090702854,,
delta_rise=1.0_fall=0.0,14.796875,4.027948017834267,forage_phonologicaldynamicglobal,7.956429570480794,2.039503955872797,5.526646300580254,0.935364201525897,-0.07370652130491902,0.09048072091272209
delta_rise=1.0_fall=0.0,14.796875,4.027948017834267,forage_phonologicaldynamiclocal,8.084308050478876,2.0871679697893977,7.493208324658048,2.668266930127071,-0.5360681005356588,0.7933091139954136
delta_rise=1.0_fall=0.0,14.796875,4.027948017834267,forage_phonologicaldynamicswitch,8.02476353904678,2.050955216056115,5.0027764962119825,0.658966195841959,-0.034161223107743346,0.2546915801872036
delta_rise=1.0_fall=0.25,14.354166666666666,4.015540557910258,forage_dynamic,8.016516289777394,2.046532414549529,4.969003574395974,0.6519806255932404,,
delta_rise=1.0_fall=0.25,14.354166666666666,4.015540557910258,forage_phonologicaldynamicglobal,7.933808373822061,2.0314194237534697,5.51701704169984,0.9334913658010007,-0.07720302546575541,0.09133491588996624
delta_rise=1.0_fall=0.25,14.354166666666666,4.015540557910258,forage_phonologicaldynamiclocal,8.056273003925009,2.0737985321701653,7.307215320664891,2.395164918775437,-0.4721540165710483,0.7072545730006886
delta_rise=1.0_fall=0.25,14.354166666666666,4.015540557910258,forage_phonologicaldynamicswitch,8.006796588517668,2.04271965608228,4.969519583789278,0.652085257893528,-0.02949294263781357,0.187965427976461
delta_rise=1.0_fall=0.5,13.885416666666666,4.037247906646584,forage_dynamic,7.994607234802171,2.0474740651015972,4.930840350919978,0.645517184530105,,
delta_rise=1.0_fall=0.5,13.885416666666666,4.037247906646584,forage_phonologicaldynamicglobal,7.906796494735054,2.0326759245901647,5.503408517829609,0.9383522256700078,-0.08116017691372174,0.09369805497334942
delta_rise=1.0_fall=0.5,13.885416666666666,4.037247906646584,forage_phonologicaldynamiclocal,8.021548710003712,2.0691492845746,7.169301453985934,2.343033464187767,-0.44420336730357945,0.6789452450232453
delta_rise=1.0_fall=0.5,13.885416666666666,4.037247906646584,forage_phonologicaldynamicswitch,7.983290925716632,2.0444004151738127,4.931641058679707,0.6454511293464391,-0.0433736513776471,0.24822280341074027
delta_rise=1.0_fall=0.75,12.703125,4.042790731789325,forage_dynamic,7.951739189770042,2.051620250622081,4.785283308559955,0.6302388669668707,,
delta_rise=1.0_fall=0.75,12.703125,4.042790731789325,forage_phonologicaldynamicglobal,7.855847739492403,2.0351999117090767,5.372658358766564,0.9295514300065892,-0.08551362884038038,0.09377729730188339
delta_rise=1.0_fall=0.75,12.703125,4.042790731789325,forage_phonologicaldynamiclocal,7.949853769690804,2.0688665177902923,6.795725866898866,2.130731258120174,-0.3591740656900739,0.5479792229624032
delta_rise=1.0_fall=0.75,12.703125,4.042790731789325,forage_phonologicaldynamicswitch,7.9454890540932785,2.0507483558723476,4.786200428691719,0.6301831851209233,-0.07261228735150516,0.39033809484221105
delta_rise=1.0_fall=1.0,11.369791666666666,3.912283534791059,forage_dynamic,7.9148783478008795,2.0452280373930685,4.637831575063907,0.673128728915743,,
delta_rise=1.0_fall=1.0,11.369791666666666,3.912283534791059,forage_phonologicaldynamicglobal,7.813323252856702,2.030174401300904,5.237370874507218,0.9702939209267507,-0.08954242652164122,0.0955865982233953
delta_rise=1.0_fall=1.0,11.369791666666666,3.912283534791059,forage_phonologicaldynamiclocal,7.898116639117094,2.062910842653269,6.466245683320225,2.124327039682441,-0.321984965998979,0.5038772670685968
delta_rise=1.0_fall=1.0,11.369791666666666,3.912283534791059,forage_phonologicaldynamicswitch,7.911775647479611,2.0456198753852926,4.638482826818754,0.6732984438109418,-0.09888896919693113,0.47057519309995727
multimodal_alpha=0.0,1.5104166666666667,1.4288310465979601,forage_dynamic,7.708995759859115,2.0008393156647206,3.5047720727515315,0.6328383019940177,,
multimodal_alpha=0.0,1.5104166666666667,1.4288310465979601,forage_phonologicaldynamicglobal,7.591987153249298,1.9833570969359164,3.9096576792645226,0.8736678724248872,-0.08029800657330981,0.08704717862268968
multimodal_alpha=0.0,1.5104166666666667,1.4288310465979601,forage_phonologicaldynamiclocal,7.612167113409544,1.98357130787197,3.863161259231991,0.8875112473571776,-0.06886235679876589,0.09816535015740503
multimodal_alpha=0.0,1.5104166666666667,1.4288310465979601,forage_phonologicaldynamicswitch,7.688825723181491,2.00532438358591,3.5055463308592762,0.6330224112518359,-1.0089647335185588,1.3059941698779118
multimodal_alpha=0.1,6.125,2.027159342528357,forage_dynamic,7.816566849868906,2.013029735641453,3.8952705747597065,0.6639046966547937,,
multimodal_alpha=0.1,6.125,2.027159342528357,forage_phonologicaldynamicglobal,7.70926234143102,1.9990805596990497,4.392859630829193,0.9791338741409147,-0.08643601148350977,0.09220207151205581
multimodal_alpha=0.1,6.125,2.027159342528357,forage_phonologicaldynamiclocal,7.801558436460475,2.005210825234603,4.116991956057451,0.9931982127639354,-0.029923865348151422,0.11087408411306694
multimodal_alpha=0.1,6.125,2.027159342528357,forage_phonologicaldynamicswitch,7.712933232646076,2.0127627636931993,3.898876340470944,0.6633362325003749,-1.6282949673625693,1.0722563620318772
multimodal_alpha=0.2,6.145833333333333,2.043685226632408,forage_dynamic,7.8167418499224715,2.0127726412907965,3.901701405581543,0.6672662851989298,,
multimodal_alpha=0.2,6.145833333333333,2.043685226632408,forage_phonologicaldynamicglobal,7.709394325970686,1.99875137179377,4.4019512158078635,0.9830454898709478,-0.08678921287691721,0.09227366443436252
multimodal_alpha=0.2,6.145833333333333,2.043685226632408,forage_phonologicaldynamiclocal,7.800921199014197,2.0047283088755385,4.129006685075862,0.9983640276251833,-0.030905270001180832,0.1110200313669323
multimodal_alpha=0.2,6.145833333333333,2.043685226632408,forage_phonologicaldynamicswitch,7.714153240298554,2.0127250535521877,3.905305166317977,0.6667073748521456,-1.592383168110392,1.058352531949983
multimodal_alpha=0.30000000000000004,6.182291666666667,2.0547452595388127,forage_dynamic,7.815009217294848,2.014092698710479,3.9230617327295856,0.6764536474643009,,
