SID,entry
83,lizard
83,bird
83,cicada
83,ant
83,mole
83,mosquito
84,dog
84,cat
84,horse
84,fish
84,frog
84,cow
84,pig
84,chicken
84,bunny
84,lizard
84,snake
84,elephant
84,guinea pig
84,llama
84,alpaca
84,tiger
84,zebra
84,monkey
84,sloth
84,dinosaur
84,turtle
84,ferret
84,aardvark
84,tortoise
84,koala
84,kangaroo
85,snake
85,tiger
85,bear
85,dog
85,cat
85,whale
85,dolphin
85,lizard
85,guinea pig
85,bird
85,insect
85,cardinal
85,bald eagle
85,panda
85,tasmanian devil
85,jellyfish
85,sea turtle
85,box turtle
85,mountain lion
85,alligator
85,cow
85,goat
85,sheep
85,pig
85,lemur
86,anteater
86,armadillo
86,badger
86,baboon
86,giraffe
86,elephant
86,american toad
86,bullfrog
86,northern cricket frog
86,gray treefrog
86,eastern newt
86,long tailed salamander
86,dolphin
86,manatee
86,beluga whale
86,whale shark
86,great white shark
86,hammerhead shark
86,blowfish
86,clownfish
86,robin
86,blue jay
86,bald eagle
86,barn owl
86,white tailed deer
86,possum
86,opossum
86,macaw
86,pygmy marmoset
87,dog
87,cat
87,fish
87,hamster
87,rat
87,lizard
87,tiger
87,lion
87,zebra
87,bear
87,monkey
87,giraffe
87,elephant
87,turkey
87,anteater
87,ostrich
87,whale
87,rhino
87,anteater
87,ant
87,bee
87,wasp
87,caterpillar
87,butterfly
87,grasshopper
87,panda
87,crane
87,bunny
88,pig
88,cow
88,rabbit
88,tiger
88,horse
88,cat
88,dog
88,komodo dragon
88,lizard
88,iguana
88,scorpion
88,snake
88,bird
88,raven
88,crow
88,hawk
88,falcon
88,eagle
88,worm
88,bug
88,fox
88,coyote
88,wolf
88,squirrel
88,mole
88,groundhog
88,wolverine
89,fox
89,horse
89,bee
89,dog
89,cat
89,hamster
89,rabbit
89,snake
89,dolphin
89,hippo
89,giraffe
89,tiger
89,lion
89,cheetah
89,zebra
89,rat
89,mouse
89,bird
89,fish
89,shark
89,stingray
89,starfish
90,axolotl
90,anteater
90,lion
90,lemur
90,emu
90,ostrich
90,tiger
90,elephant
90,bee
90,tasmanian devil
90,gopher
90,groundhog
90,otter
90,bear
90,cockroach
90,snake
90,frog
90,salamander
90,turtle
90,cat
90,dog
90,mountain lion
90,goldfish
91,ant
91,baboon
91,cat
91,dog
91,fish
91,bird
91,snake
91,worm
91,butterfly
91,bear
91,flamingo
91,octopus
91,whale
91,starfish
91,chinchilla
91,hamster
91,guinea pig
91,tiger
91,lion
91,elephant
91,hippo
91,giraffe
91,turtle
92,dog
92,cat
92,african wild dog
92,goat
92,lion
92,bear
92,tiger
92,lion
92,elephant
92,giraffe
92,flamingo
92,bass
92,trout
92,butterfly
92,walleye
92,sturgeon
92,shark
92,hammerhead shark
92,whale
92,dolphin
92,seagull
92,catfish
92,ant
92,beetle
92,prairie dog
92,water buffalo
92,antelope
92,zebra
93,aardvark
93,anteater
93,elephant
93,tiger
93,lion
93,bear
93,cub
93,goat
93,cow
93,rooster
93,chicken
93,pig
93,giraffe
93,snake
93,sloth
93,bird
93,penguin
93,pelican
93,buffalo
93,bison
93,horse
93,moose
93,deer
93,squirrel
93,frog
93,salamander
93,whale
93,dolphin
93,turtle
93,fish
93,octopus
93,stingray
93,jellyfish
93,crab
93,starfish
94,aardvark
94,monkey
94,lion
94,tiger
94,giraffe
94,anteater
94,tick
94,whale
94,walrus
94,clam
94,sea anemone
94,clownfish
94,tiger
94,dog
94,cat
94,dolphin
94,hyena
94,wolf
94,eagle
94,falcon
94,crow
94,pigeon
94,bobcat
95,cat
95,dog
95,hamster
95,rat
95,tiger
95,lion
95,cheetah
95,leopard
95,bobcat
95,wolf
95,coyote
95,mouse
95,horse
95,deer
95,moose
95,mule
95,donkey
95,snake
95,lizard
95,turtle
95,possum
95,opossum
95,raccoon
96,rainbowfish
96,starling
96,dog
96,cat
96,aardvark
96,tiger
96,eel
96,corydoras
96,ocelot
96,rattlesnake
96,rat
96,sheep
96,chicken
96,rabbit
97,tiger
97,bear
97,lion
97,giraffe
97,gray treefrog
97,green tree frog
97,anole
97,long tailed lizard
97,cat
97,dog
97,puma
97,zebra
97,elephant
97,giraffe
97,buffalo
97,bison
97,deer
97,reindeer
97,polar bear
97,narwhal
97,flounder
97,shrimp
97,crab
97,cow
97,pig
97,sheep
97,goat
97,horse
97,chicken
97,seagull
97,croaker
97,dolphin
97,whale
98,dog
98,cat
98,iguana
98,fish
98,elephant
98,camel
98,ant
98,groundhog
98,eagle
98,bird
98,turtle
98,rabbit
98,bunny
98,horse
98,lizard
98,shark
98,octopus
98,cow
98,goat
98,sheep
98,chicken
98,pig
98,alligator
98,crocodile
99,cat
99,dog
99,fish
99,bird
99,monkey
99,lizard
99,elephant
99,giraffe
99,manatee
99,snake
99,rat
99,deer
99,rhino
100,cat
100,dog
100,lizard
100,bird
100,bug
100,otter
100,giraffe
100,elephant
100,seal
100,horse
100,zebra
100,lion
100,tiger
100,penguin
100,eagle
100,ox
100,cow
100,chicken
100,rooster
100,horse
101,ant
101,alligator
101,boar
101,cat
101,dog
101,elephant
101,fish
101,rat
101,cow
101,shark
101,zebra
101,monkey
101,orangutan
101,dolphin
101,whale
101,shark
101,bird
101,turtle
101,bat
104,dog
104,bird
104,cat
104,rabbit
104,human
104,elephant
104,flamingo
104,rhino
104,bobcat
104,tiger
104,wolf
104,seal
104,squirrel
104,dolphin
104,octopus
104,starfish
104,jellyfish
104,giraffe
104,zebra
104,vulture
104,monkey
104,chimpanzee
104,gorilla
104,sloth
105,pig
105,cat
105,dog
105,horse
105,alligator
105,snake
105,lion
105,hippo
105,elephant
105,tiger
105,giraffe
105,antelope
105,deer
105,moose
105,iguana
105,bird
105,fish
105,whale
105,dolphin
105,ant
105,spider
105,bat
105,possum
105,mouse
105,rat
106,dog
106,cat
106,hamster
106,horse
106,cow
106,chicken
106,rooster
106,bird
106,fish
106,deer
106,possum
106,squirrel
106,frog
106,butterfly
106,bee
106,fly
106,mouse
106,rat
106,chipmunk
801,bird
801,cat
801,dog
801,horse
801,duck
801,butterfly
801,squirrel
801,monkey
801,ant
801,anteater
801,beetle
801,pig
801,cow
801,chicken
801,hen
801,bull
801,frog
802,leopard
802,jaguar
802,ocelot
802,pigeon
802,dove
802,dog
802,cat
802,lizard
802,chicken
802,jungle fowl
802,pelican
802,seagull
802,fish
803,dog
803,cat
803,gerbil
803,ferret
803,guinea pig
803,fish
803,salmon
803,bass
803,walleye
803,bluegill
803,mouse
803,rat
803,hamster
803,crocodile
803,alligator
803,caiman
803,bat
803,squirrel
803,chipmunk
803,rabbit
803,goldfish
804,dog
804,cat
804,bird
804,manta ray
804,stingray
804,tiger
804,lion
804,zebra
804,hippo
804,giraffe
804,whale
804,dolphin
804,kiwi
804,elephant
804,dodo
804,robin
804,sparrow
804,pigeon
804,mouse
804,dinosaur
804,fish
804,bluegill
804,shark
804,hammerhead shark
805,dog
805,cat
805,lizard
805,goat
805,lion
805,tiger
805,bear
805,fish
805,cheetah
805,ape
805,pig
805,cow
805,raccoon
805,owl
805,ram
805,koala
805,snake
806,kangaroo
806,octopus
806,dog
806,cat
806,bird
806,penguin
806,flamingo
806,emu
806,koala
806,polar bear
806,rat
806,grizzly bear
806,moose
806,clownfish
806,pufferfish
806,coyote
806,mountain lion
806,raccoon
806,possum
806,deer
806,snake
806,copperhead
807,ape
807,monkey
807,orangutan
807,salamander
807,lizard
807,dog
807,cat
807,hamster
807,ferret
807,sun bear
807,gerbil
807,sheep
807,fox
807,raccoon
807,opossum
807,goose
807,raven
807,horse
807,dog
807,cow
807,goat
807,polar bear
807,grizzly bear
807,gorilla
807,leopard
807,antelope
807,crocodile
808,dog
808,cat
808,pig
808,sheep
808,llama
808,maned wolf
808,wolf
808,coyote
808,whale
808,ostrich
808,giraffe
808,hippo
808,lion
808,tiger
808,bear
808,panda
808,fox
808,turtle
808,squid
808,alligator
808,fish
808,pufferfish
808,shark
808,whale shark
808,piranha
809,dog
809,cat
809,hamster
809,gerbil
809,snake
809,lizard
809,frog
809,tarantula
809,ant
809,elephant
809,giraffe
809,lion
809,tiger
809,blue whale
809,shark
809,fish
809,dolphin
809,stingray
809,anteater
809,bird
809,seagull
809,butterfly
810,dog
810,cat
810,horse
810,deer
810,alligator
810,mouse
810,lion
810,tiger
811,pigeon
811,sparrow
811,chicken
811,crow
811,dolphin
811,pig
811,cow
811,donkey
811,horse
811,monkey
811,orangutan
811,chimpanzee
811,lion
811,zebra
811,gazelle
812,cat
812,dog
812,snake
812,corn snake
812,boa constrictor
812,anaconda
812,human
812,manatee
812,sperm whale
812,blue whale
812,killer whale
812,frog
812,treefrog
812,toad
812,horned toad
812,salamander
812,crawdad
812,clownfish
812,guppy
812,goldfish
812,parrot
812,anaconda
812,coral
812,rabbit
812,deer
813,dog
813,gopher
813,cat
813,lion
813,tiger
813,platypus
813,walrus
813,dolphin
813,parrot
813,parakeet
813,spider
813,lion
813,fish
813,snake
813,stingray
813,praying mantis
813,butterfly
813,ant
813,fire ant
814,cat
814,dog
814,snake
814,lizard
814,ostrich
814,goldfish
814,koi fish
814,lion
814,tiger
814,bear
814,panda
814,polar bear
814,grizzly bear
814,jellyfish
814,sunfish
814,bluegill
814,kangaroo
814,flamingo
814,penguin
814,squirrel
814,chipmunk
814,bluebird
814,robin
815,dog
815,cat
815,squirrel
815,ferret
815,tiger
815,lion
815,zebra
815,giraffe
815,rhino
815,crocodile
815,hamster
815,rat
815,flamingo
815,deer
815,bull
815,bird
815,squirrel
815,raccoon
815,monkey
815,gorilla
815,gerbil
816,cat
816,dog
816,skunk
816,horse
816,cow
816,bird
816,toucan
816,parakeet
816,penguin
816,seal
816,polar bear
816,stork
816,albatross
816,whale
816,killer whale
816,narwhal
816,sealion
816,lion
816,tiger
816,gorilla
816,monkey
816,ape
816,pelican
816,flamingo
817,dog
817,cat
817,okapi
817,kangaroo
817,pigeon
817,koala
817,giraffe
817,aardvark
817,anteater
817,antelope
817,deer
817,mouse
817,bat
817,camel
817,shark
817,fish
817,ray
817,sawfish
817,coral
817,sponge
817,snail
817,bee
817,wasp
817,spider
817,cow
817,horse
818,dolphin
818,alligator
818,shark
818,scorpion
818,fish
818,lion
818,ram
818,goat
818,raven
818,weasel
818,beaver
818,snake
818,snow goose
818,ant
818,beetle
818,wasp
818,fly
818,dragonfly
818,firefly
818,whale
819,dog
819,pig
819,cow
819,horse
819,sheep
819,bird
819,shark
819,fish
819,bear
819,lion
819,tiger
819,canary
819,ant
819,ladybug
819,fish
819,cat
819,eagle
819,falcon
820,pig
820,horse
820,cow
820,bird
820,sheep
820,lamb
820,fish
820,dog
820,cat
820,monkey
820,bear
820,tiger
820,jaguar
820,leopard
820,lion
820,hippo
820,hyena
820,snake
820,bird
820,ostrich
820,shrimp
820,crab
820,lobster
820,horse
820,llama
820,alpaca
820,camel
820,cheetah
820,lion
820,ape
820,monkey
821,cow
821,pig
821,dog
821,horse
821,cat
821,sheep
821,rabbit
821,muskrat
821,catfish
821,goldfish
821,bull
821,goat
821,mouse
821,rat
821,ant
821,cricket
821,human
821,seagull
