word,distance_to_centroid,distance_to_domain,distance_to_first_item,ID
elephant,0.7051481957932766,1.0461949098088636,1.116848090808271,18
zebra,0.7673392950501398,1.1176582885897683,1.1617665161541142,18
horse,0.7161158450904223,0.965888696108949,0.8992994905391918,18
rhino,0.7703458708380942,1.1848310376808922,1.2113231152707005,18
peacock,0.7317603100488489,1.168361254856803,1.1922444114602302,18
ostrich,0.7742321008257012,1.2283689367341117,1.2319197942987306,18
flamingo,0.7890515155223764,1.200739366653492,1.168386654484427,18
lion,0.7405697265697507,1.058551939504521,1.0955525339606704,18
cheetah,0.7303162315296299,1.1395872374057958,1.1469516023240474,18
panther,0.7323999520913806,1.1254029329238397,1.1214449503624764,18
bobcat,0.8236221733965904,1.2051783605583608,1.2161038254021095,18
horse,0.7330735199665616,0.965888696108949,0.0,19
moose,0.8097798446491163,1.1649762820012772,1.0730611179294942,19
cow,0.7775939562141334,1.0393942981466475,0.9447555067617948,19
cat,0.7586955093129399,1.0192089061953933,0.9580666073422256,19
dog,0.7590820090273996,0.9269403591208584,0.8992994905391918,19
frog,0.7701882322569719,1.0931126652960574,1.0752195161615001,19
flamingo,0.8209087126208496,1.200739366653492,1.1592405404960204,19
hippo,0.7883960036420377,1.1574642872180168,1.120172362503391,19
penguin,0.7744354520155267,1.1562000207801095,1.1433401623102846,19
jaguar,0.8457767609036385,1.223031024062769,1.1412010154222445,19
bobcat,0.8378906022182405,1.2051783605583608,1.1284616628567277,19
octopus,0.7820852113121123,1.1974860366461029,1.1878369843718481,19
squid,0.83330944270434,1.2310155473584374,1.1642524388987998,19
fish,0.7661420570354414,0.9885987955423701,1.0135837905679772,19
shark,0.7694744280034993,1.1805122403871113,1.1048617298941157,19
dolphin,0.8475808210220591,1.148120934302907,1.175303133073912,19
jellyfish,0.8230427092509786,1.1612795760080417,1.2174612124738446,19
giraffe,0.7831638033239519,1.1884427465885492,1.1008319351754714,19
elephant,0.7267253419684429,1.0461949098088636,1.0229927581580591,19
zebra,0.7838249417024651,1.1176582885897683,1.0773014542222872,19
deer,0.7834918318749193,1.0670022123976246,1.0195750777567427,19
squirrel,0.7914208257018994,1.1857650114949005,1.1672727890357628,19
groundhog,0.8754289030725686,1.279876704496099,1.2001682483077192,19
butterfly,0.8220049422547934,1.1739238085649506,1.0989667311863174,19
caterpillar,0.8199654550533282,1.191985435712591,1.1500528829694743,19
beetle,0.8096686795429182,1.2170299576341577,1.160590178536641,19
stinkbug,0.8243163399196162,1.1370332974089012,1.150110978292288,19
rabbit,0.7605585355294862,1.0467123341550726,0.9153659373541607,19
iguana,0.8085312343660802,1.1855950697014557,1.104479504790078,19
lizard,0.7891419097855406,1.15827964655824,1.1298693867622591,19
turtle,0.7671282343377058,1.1889045258357533,1.0964979668398476,19
dog,0.7478948614269434,0.9269403591208584,0.0,20
bird,0.7390368860099986,1.0737931483409942,1.0100950735950691,20
cat,0.7437823865450484,1.0192089061953933,0.8674575951584943,20
fish,0.7530440226603642,0.9885987955423701,0.9917293707513966,20
elephant,0.7430108007358615,1.0461949098088636,1.116848090808271,20
giraffe,0.8067252780417211,1.1884427465885492,1.1766182122444033,20
mastodon,0.8497184029746396,1.1717388700119562,1.2661817415615289,20
dinosaur,0.7719419040001223,1.196026622924958,1.1783217100228494,20
snake,0.7469485984581353,1.1086529518216863,1.0457062768666496,20
lizard,0.759103475713461,1.15827964655824,1.1159477671030007,20
tarantula,0.8055052720645559,1.19450023482404,1.1699356221623092,20
weasel,0.7890028258601253,1.258857413758552,1.2012895289765078,20
ferret,0.7726135177726406,1.1584864674717275,1.1072546771914897,20
rat,0.7305664463906358,1.0799510283288585,1.0041203949456492,20
squirrel,0.7539577313169445,1.1857650114949005,1.145151989157597,20
whale,0.7721611801663956,1.1430481592310042,1.123968771597805,20
shark,0.7565856658866107,1.1805122403871113,1.0906027082873988,20
snake,0.7886412799575948,1.1086529518216863,0.0,21
bird,0.760320344468262,1.0737931483409942,1.101187326708709,21
lion,0.7576563692361041,1.058551939504521,1.1556508257697713,21
cat,0.7341414805299753,1.0192089061953933,1.0571680994100559,21
elephant,0.7276054957054199,1.0461949098088636,1.1122615591675962,21
coyote,0.8498469984441285,1.125675824343197,1.124690435319254,21
fish,0.7471298545359926,0.9885987955423701,1.0432954428366565,21
whale,0.7689751529703108,1.1430481592310042,1.1830907741471837,21
seal,0.8747169916006594,1.2073828598711756,1.2636176292452643,21
salmon,0.8532622194168589,1.2430573796274846,1.2365100285005663,21
deer,0.7678786419264007,1.0670022123976246,1.1196395777232204,21
cow,0.7310301997708245,1.0393942981466475,1.0499391336545345,21
pig,0.7624393520338912,1.1056965981978975,1.1276655774055395,21
chicken,0.7701440441252198,1.1216453062598462,1.078616664300605,21
goat,0.7713755794251395,1.084723785451578,1.081881841569668,21
sheep,0.7981478997336793,1.076740531262682,1.1369791748480544,21
human,0.802335187034754,1.0001323151978487,1.1503029761044141,21
monkey,0.7442230039121929,1.0776578204652905,1.1066980181744586,21
